<bound method Module.state_dict of NormalizedCrossEntropyLoss_REVISED(
  (reduction): SimpleCNN(
    (conv_layers): Sequential(
      (0): Conv2d(3, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (2): ReLU()
      (3): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (4): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (5): ReLU()
      (6): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
      (7): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (8): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (9): ReLU()
      (10): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (11): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (12): ReLU()
      (13): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
      (14): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (15): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (16): ReLU()
      (17): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (18): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (19): ReLU()
      (20): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    )
    (fc_layers): Sequential(
      (0): Flatten(start_dim=1, end_dim=-1)
      (1): Linear(in_features=2048, out_features=256, bias=True)
      (2): ReLU()
      (3): Dropout(p=0.5, inplace=False)
      (4): Linear(in_features=256, out_features=10, bias=True)
    )
  )
  (cross_entropy): CrossEntropyLoss()
)>

<bound method Optimizer.state_dict of AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    initial_lr: 0.001
    lr: 0.0005005000000000003
    maximize: False
    weight_decay: 0.01
)>

{'T_max': 200, 'eta_min': 1e-06, 'base_lrs': [0.001], 'last_epoch': 100, 'verbose': False, '_step_count': 101, '_get_lr_called_within_step': False, '_last_lr': [0.0005005000000000003]}


Key Info:
Noise Rate: 0.5000 
Train Time: 2390.569390s 
Transforms: HOR_FLIP ROT_10 NORM 
Loss(<class '__main__.NormalizedCrossEntropyLoss_REVISED'>) 
Optimizer(<class 'torch.optim.adamw.AdamW'>) 
Scheduler(<class 'torch.optim.lr_scheduler.CosineAnnealingLR'>)


Epoch 0 | Train Accuracy: 0.1371 | Train Loss: 1.0056 | Test Loss: 0.9657 | Test Accuracy: 0.2878
Epoch 23 | Train Accuracy: 0.2459 | Train Loss: 0.9604 | Test Loss: 0.8684 | Test Accuracy: 0.6676
Epoch 24 | Train Accuracy: 0.2483 | Train Loss: 0.9595 | Test Loss: 0.8645 | Test Accuracy: 0.6542
Epoch 25 | Train Accuracy: 0.2517 | Train Loss: 0.9588 | Test Loss: 0.8638 | Test Accuracy: 0.6802
Epoch 26 | Train Accuracy: 0.2519 | Train Loss: 0.9576 | Test Loss: 0.8684 | Test Accuracy: 0.6698
Epoch 27 | Train Accuracy: 0.2535 | Train Loss: 0.9565 | Test Loss: 0.8563 | Test Accuracy: 0.6692
Epoch 28 | Train Accuracy: 0.2522 | Train Loss: 0.9571 | Test Loss: 0.8562 | Test Accuracy: 0.6765
Epoch 29 | Train Accuracy: 0.2541 | Train Loss: 0.9555 | Test Loss: 0.8588 | Test Accuracy: 0.6876
Epoch 30 | Train Accuracy: 0.2570 | Train Loss: 0.9547 | Test Loss: 0.8610 | Test Accuracy: 0.6418
Epoch 31 | Train Accuracy: 0.2553 | Train Loss: 0.9548 | Test Loss: 0.8624 | Test Accuracy: 0.6720
Epoch 32 | Train Accuracy: 0.2569 | Train Loss: 0.9544 | Test Loss: 0.8518 | Test Accuracy: 0.6989
Epoch 33 | Train Accuracy: 0.2584 | Train Loss: 0.9530 | Test Loss: 0.8479 | Test Accuracy: 0.6856
Epoch 34 | Train Accuracy: 0.2605 | Train Loss: 0.9520 | Test Loss: 0.8582 | Test Accuracy: 0.6876
Epoch 35 | Train Accuracy: 0.2624 | Train Loss: 0.9512 | Test Loss: 0.8620 | Test Accuracy: 0.6830
Epoch 36 | Train Accuracy: 0.2612 | Train Loss: 0.9505 | Test Loss: 0.8559 | Test Accuracy: 0.6748
Epoch 37 | Train Accuracy: 0.2630 | Train Loss: 0.9502 | Test Loss: 0.8590 | Test Accuracy: 0.6771
Epoch 38 | Train Accuracy: 0.2641 | Train Loss: 0.9496 | Test Loss: 0.8573 | Test Accuracy: 0.6910
Epoch 39 | Train Accuracy: 0.2638 | Train Loss: 0.9484 | Test Loss: 0.8546 | Test Accuracy: 0.6854
Epoch 40 | Train Accuracy: 0.2671 | Train Loss: 0.9475 | Test Loss: 0.8523 | Test Accuracy: 0.6640
Epoch 41 | Train Accuracy: 0.2658 | Train Loss: 0.9466 | Test Loss: 0.8556 | Test Accuracy: 0.6762
Epoch 42 | Train Accuracy: 0.2680 | Train Loss: 0.9447 | Test Loss: 0.8452 | Test Accuracy: 0.6951
Epoch 43 | Train Accuracy: 0.2680 | Train Loss: 0.9444 | Test Loss: 0.8532 | Test Accuracy: 0.6797
Epoch 44 | Train Accuracy: 0.2709 | Train Loss: 0.9432 | Test Loss: 0.8416 | Test Accuracy: 0.7042
Epoch 45 | Train Accuracy: 0.2742 | Train Loss: 0.9413 | Test Loss: 0.8544 | Test Accuracy: 0.6828
Epoch 46 | Train Accuracy: 0.2683 | Train Loss: 0.9424 | Test Loss: 0.8686 | Test Accuracy: 0.6671
Epoch 47 | Train Accuracy: 0.2710 | Train Loss: 0.9412 | Test Loss: 0.8437 | Test Accuracy: 0.6773
Epoch 48 | Train Accuracy: 0.2711 | Train Loss: 0.9389 | Test Loss: 0.8453 | Test Accuracy: 0.6709
Epoch 49 | Train Accuracy: 0.2737 | Train Loss: 0.9378 | Test Loss: 0.8515 | Test Accuracy: 0.6561
Epoch 50 | Train Accuracy: 0.2720 | Train Loss: 0.9370 | Test Loss: 0.8404 | Test Accuracy: 0.6760
Epoch 51 | Train Accuracy: 0.2739 | Train Loss: 0.9370 | Test Loss: 0.8472 | Test Accuracy: 0.6716
Epoch 52 | Train Accuracy: 0.2748 | Train Loss: 0.9353 | Test Loss: 0.8430 | Test Accuracy: 0.6540
Epoch 53 | Train Accuracy: 0.2766 | Train Loss: 0.9332 | Test Loss: 0.8411 | Test Accuracy: 0.6656
Epoch 54 | Train Accuracy: 0.2755 | Train Loss: 0.9336 | Test Loss: 0.8552 | Test Accuracy: 0.6640
Epoch 55 | Train Accuracy: 0.2783 | Train Loss: 0.9310 | Test Loss: 0.8514 | Test Accuracy: 0.6621
Epoch 56 | Train Accuracy: 0.2786 | Train Loss: 0.9313 | Test Loss: 0.8525 | Test Accuracy: 0.6445
Epoch 57 | Train Accuracy: 0.2786 | Train Loss: 0.9294 | Test Loss: 0.8551 | Test Accuracy: 0.6316
Epoch 58 | Train Accuracy: 0.2796 | Train Loss: 0.9280 | Test Loss: 0.8373 | Test Accuracy: 0.6622
Epoch 59 | Train Accuracy: 0.2792 | Train Loss: 0.9271 | Test Loss: 0.8443 | Test Accuracy: 0.6484
Epoch 60 | Train Accuracy: 0.2809 | Train Loss: 0.9253 | Test Loss: 0.8450 | Test Accuracy: 0.6385
Epoch 61 | Train Accuracy: 0.2820 | Train Loss: 0.9237 | Test Loss: 0.8419 | Test Accuracy: 0.6470
Epoch 62 | Train Accuracy: 0.2798 | Train Loss: 0.9264 | Test Loss: 0.8532 | Test Accuracy: 0.6256
Epoch 63 | Train Accuracy: 0.2802 | Train Loss: 0.9239 | Test Loss: 0.8329 | Test Accuracy: 0.6495
Epoch 64 | Train Accuracy: 0.2813 | Train Loss: 0.9230 | Test Loss: 0.8467 | Test Accuracy: 0.6297
Epoch 65 | Train Accuracy: 0.2805 | Train Loss: 0.9226 | Test Loss: 0.8402 | Test Accuracy: 0.6327
Epoch 66 | Train Accuracy: 0.2812 | Train Loss: 0.9213 | Test Loss: 0.8523 | Test Accuracy: 0.6308
Epoch 67 | Train Accuracy: 0.2828 | Train Loss: 0.9203 | Test Loss: 0.8603 | Test Accuracy: 0.5956
Epoch 68 | Train Accuracy: 0.2828 | Train Loss: 0.9183 | Test Loss: 0.8439 | Test Accuracy: 0.6191
Epoch 69 | Train Accuracy: 0.2836 | Train Loss: 0.9194 | Test Loss: 0.8407 | Test Accuracy: 0.6323
Epoch 70 | Train Accuracy: 0.2905 | Train Loss: 0.9146 | Test Loss: 0.8406 | Test Accuracy: 0.6294
Epoch 71 | Train Accuracy: 0.2947 | Train Loss: 0.9137 | Test Loss: 0.8496 | Test Accuracy: 0.6049
Epoch 72 | Train Accuracy: 0.2914 | Train Loss: 0.9139 | Test Loss: 0.8476 | Test Accuracy: 0.6137
Epoch 73 | Train Accuracy: 0.2958 | Train Loss: 0.9108 | Test Loss: 0.8454 | Test Accuracy: 0.6101
Epoch 74 | Train Accuracy: 0.2968 | Train Loss: 0.9099 | Test Loss: 0.8339 | Test Accuracy: 0.6161
Epoch 75 | Train Accuracy: 0.2959 | Train Loss: 0.9107 | Test Loss: 0.8490 | Test Accuracy: 0.5957
Epoch 76 | Train Accuracy: 0.2978 | Train Loss: 0.9099 | Test Loss: 0.8464 | Test Accuracy: 0.6033
Epoch 77 | Train Accuracy: 0.2970 | Train Loss: 0.9076 | Test Loss: 0.8472 | Test Accuracy: 0.5900
Epoch 78 | Train Accuracy: 0.2995 | Train Loss: 0.9064 | Test Loss: 0.8269 | Test Accuracy: 0.6113
Epoch 79 | Train Accuracy: 0.2990 | Train Loss: 0.9059 | Test Loss: 0.8375 | Test Accuracy: 0.5976
Epoch 80 | Train Accuracy: 0.2998 | Train Loss: 0.9051 | Test Loss: 0.8409 | Test Accuracy: 0.5972
Epoch 81 | Train Accuracy: 0.2985 | Train Loss: 0.9042 | Test Loss: 0.8369 | Test Accuracy: 0.6030
Epoch 82 | Train Accuracy: 0.3018 | Train Loss: 0.9011 | Test Loss: 0.8309 | Test Accuracy: 0.6082
Epoch 83 | Train Accuracy: 0.3004 | Train Loss: 0.9010 | Test Loss: 0.8410 | Test Accuracy: 0.5838
Epoch 84 | Train Accuracy: 0.2978 | Train Loss: 0.9039 | Test Loss: 0.8344 | Test Accuracy: 0.5907
Epoch 85 | Train Accuracy: 0.3002 | Train Loss: 0.9007 | Test Loss: 0.8442 | Test Accuracy: 0.5979
Epoch 86 | Train Accuracy: 0.3051 | Train Loss: 0.8986 | Test Loss: 0.8324 | Test Accuracy: 0.5833
Epoch 87 | Train Accuracy: 0.3003 | Train Loss: 0.8980 | Test Loss: 0.8329 | Test Accuracy: 0.5959
Epoch 88 | Train Accuracy: 0.3041 | Train Loss: 0.8951 | Test Loss: 0.8241 | Test Accuracy: 0.5994
Epoch 89 | Train Accuracy: 0.3011 | Train Loss: 0.8956 | Test Loss: 0.8447 | Test Accuracy: 0.5790
Epoch 90 | Train Accuracy: 0.3039 | Train Loss: 0.8953 | Test Loss: 0.8461 | Test Accuracy: 0.5694
Epoch 91 | Train Accuracy: 0.3027 | Train Loss: 0.8940 | Test Loss: 0.8382 | Test Accuracy: 0.5656
Epoch 92 | Train Accuracy: 0.3030 | Train Loss: 0.8949 | Test Loss: 0.8334 | Test Accuracy: 0.5795
Epoch 93 | Train Accuracy: 0.3015 | Train Loss: 0.8917 | Test Loss: 0.8358 | Test Accuracy: 0.5811
Epoch 94 | Train Accuracy: 0.3030 | Train Loss: 0.8931 | Test Loss: 0.8398 | Test Accuracy: 0.5629
Epoch 95 | Train Accuracy: 0.3052 | Train Loss: 0.8909 | Test Loss: 0.8334 | Test Accuracy: 0.5716
Epoch 96 | Train Accuracy: 0.3025 | Train Loss: 0.8919 | Test Loss: 0.8249 | Test Accuracy: 0.5892
Epoch 97 | Train Accuracy: 0.3045 | Train Loss: 0.8887 | Test Loss: 0.8433 | Test Accuracy: 0.5669
Epoch 98 | Train Accuracy: 0.3007 | Train Loss: 0.8932 | Test Loss: 0.8247 | Test Accuracy: 0.5906
Epoch 99 | Train Accuracy: 0.3048 | Train Loss: 0.8885 | Test Loss: 0.8406 | Test Accuracy: 0.5680
