<bound method Module.state_dict of NormalizedCrossEntropyLoss_REVISED(
  (reduction): SimpleCNN(
    (conv_layers): Sequential(
      (0): Conv2d(3, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (2): ReLU()
      (3): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (4): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (5): ReLU()
      (6): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
      (7): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (8): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (9): ReLU()
      (10): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (11): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (12): ReLU()
      (13): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
      (14): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (15): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (16): ReLU()
      (17): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (18): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (19): ReLU()
      (20): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    )
    (fc_layers): Sequential(
      (0): Flatten(start_dim=1, end_dim=-1)
      (1): Linear(in_features=2048, out_features=256, bias=True)
      (2): ReLU()
      (3): Dropout(p=0.5, inplace=False)
      (4): Linear(in_features=256, out_features=10, bias=True)
    )
  )
  (cross_entropy): CrossEntropyLoss()
)>

<bound method Optimizer.state_dict of SGD (
Parameter Group 0
    dampening: 0
    differentiable: False
    foreach: None
    fused: None
    initial_lr: 0.01
    lr: 0.0003125
    maximize: False
    momentum: 0.9
    nesterov: False
    weight_decay: 0.001
)>

{'step_size': 10, 'gamma': 0.5, 'base_lrs': [0.01], 'last_epoch': 50, 'verbose': False, '_step_count': 51, '_get_lr_called_within_step': False, '_last_lr': [0.0003125]}


Key Info: Transforms: HOR_FLIP ROT_10 NORM | Loss: NormalizedCrossEntropy_REVISED | Optimizer(SGD): LR_0.01 MOMENTUM_0.9 W_DECAY_1e-3 | Scheduler: STEP_10 GAMMA_0.5


Epoch 0 | Train Accuracy: 0.2833 | Train Loss: 0.9416 | Test Loss: 0.8279 | Test Accuracy: 0.4757
Epoch 1 | Train Accuracy: 0.3758 | Train Loss: 0.9026 | Test Loss: 0.7995 | Test Accuracy: 0.5345
Epoch 2 | Train Accuracy: 0.4147 | Train Loss: 0.8849 | Test Loss: 0.7781 | Test Accuracy: 0.5521
Epoch 3 | Train Accuracy: 0.4500 | Train Loss: 0.8678 | Test Loss: 0.7443 | Test Accuracy: 0.6311
Epoch 4 | Train Accuracy: 0.4741 | Train Loss: 0.8571 | Test Loss: 0.7509 | Test Accuracy: 0.6042
Epoch 5 | Train Accuracy: 0.4927 | Train Loss: 0.8466 | Test Loss: 0.7321 | Test Accuracy: 0.6387
Epoch 6 | Train Accuracy: 0.5050 | Train Loss: 0.8402 | Test Loss: 0.7229 | Test Accuracy: 0.6497
Epoch 7 | Train Accuracy: 0.5206 | Train Loss: 0.8332 | Test Loss: 0.7170 | Test Accuracy: 0.6747
Epoch 8 | Train Accuracy: 0.5272 | Train Loss: 0.8289 | Test Loss: 0.7004 | Test Accuracy: 0.6994
Epoch 9 | Train Accuracy: 0.5365 | Train Loss: 0.8240 | Test Loss: 0.6857 | Test Accuracy: 0.7105
Epoch 10 | Train Accuracy: 0.5531 | Train Loss: 0.8128 | Test Loss: 0.6712 | Test Accuracy: 0.7268
Epoch 11 | Train Accuracy: 0.5599 | Train Loss: 0.8077 | Test Loss: 0.6616 | Test Accuracy: 0.7396
Epoch 12 | Train Accuracy: 0.5655 | Train Loss: 0.8052 | Test Loss: 0.6647 | Test Accuracy: 0.7329
Epoch 13 | Train Accuracy: 0.5675 | Train Loss: 0.8027 | Test Loss: 0.6650 | Test Accuracy: 0.7331
Epoch 14 | Train Accuracy: 0.5727 | Train Loss: 0.8004 | Test Loss: 0.6694 | Test Accuracy: 0.7354
Epoch 15 | Train Accuracy: 0.5769 | Train Loss: 0.7976 | Test Loss: 0.6615 | Test Accuracy: 0.7422
Epoch 16 | Train Accuracy: 0.5794 | Train Loss: 0.7965 | Test Loss: 0.6462 | Test Accuracy: 0.7382
Epoch 17 | Train Accuracy: 0.5831 | Train Loss: 0.7946 | Test Loss: 0.6488 | Test Accuracy: 0.7512
Epoch 18 | Train Accuracy: 0.5858 | Train Loss: 0.7923 | Test Loss: 0.6419 | Test Accuracy: 0.7458
Epoch 19 | Train Accuracy: 0.5871 | Train Loss: 0.7900 | Test Loss: 0.6511 | Test Accuracy: 0.7524
Epoch 20 | Train Accuracy: 0.5998 | Train Loss: 0.7817 | Test Loss: 0.6379 | Test Accuracy: 0.7675
Epoch 21 | Train Accuracy: 0.5997 | Train Loss: 0.7790 | Test Loss: 0.6372 | Test Accuracy: 0.7660
Epoch 22 | Train Accuracy: 0.6046 | Train Loss: 0.7784 | Test Loss: 0.6419 | Test Accuracy: 0.7609
Epoch 23 | Train Accuracy: 0.6046 | Train Loss: 0.7763 | Test Loss: 0.6365 | Test Accuracy: 0.7708
Epoch 24 | Train Accuracy: 0.6044 | Train Loss: 0.7754 | Test Loss: 0.6315 | Test Accuracy: 0.7722
Epoch 25 | Train Accuracy: 0.6062 | Train Loss: 0.7752 | Test Loss: 0.6340 | Test Accuracy: 0.7712
Epoch 26 | Train Accuracy: 0.6090 | Train Loss: 0.7732 | Test Loss: 0.6266 | Test Accuracy: 0.7619
Epoch 27 | Train Accuracy: 0.6097 | Train Loss: 0.7715 | Test Loss: 0.6275 | Test Accuracy: 0.7717
Epoch 28 | Train Accuracy: 0.6117 | Train Loss: 0.7690 | Test Loss: 0.6316 | Test Accuracy: 0.7705
Epoch 29 | Train Accuracy: 0.6120 | Train Loss: 0.7682 | Test Loss: 0.6340 | Test Accuracy: 0.7674
